MOF	LCD	PLD	Vol_SA	Grav_SA	Void_fraction
NASROR_clean	13.45228	4.98216	2009.71	2589.42	0.3154
NATFAS_clean	6.53453	3.93626	1795.33	1331.86	0.11982
NATHOH_ion_b	5.49352	3.97351	1371.77	631.217	0.07382
NATHUO_clean	7.56745	6.68911	1845.26	1714.71	0.17826
NATKIF_clean	17.00982	12.93858	1893.86	5482.09	0.607
NATKOL_clean	7.96067	5.75072	2787.03	4005.25	0.28682
NATNOM_charged	4.69305	2.45656	0.0	0.0	0.0
NATXIR_clean	3.61932	3.17484	376.992	163.91	0.01136
NAVCAO_clean	5.32066	2.64099	0.0	0.0	0.0
NAVFUM_clean	3.89875	2.74655	0.0	0.0	0.0
NAVJAW01_clean	11.39615	10.64646	1598.81	1365.18	0.32804
NAVJAW_clean	11.35149	10.97665	1545.66	1315.19	0.33736
NAVLIG_clean	4.05904	3.742	612.499	526.997	0.02334
NAWDUN_clean	7.40097	5.49968	2191.19	2600.4	0.20364
NAWHOL_clean	4.98803	2.84048	0.0	0.0	0.04086
NAWKII_clean	5.87047	3.9227	1775.66	1873.16	0.10494
NAWWUG_clean	5.71546	4.10727	1875.08	1686.2	0.10846
NAWXER_clean	9.09863	5.59872	2960.69	4452.34	0.3405
NAXKOO02_clean	3.34841	2.90732	0.0	0.0	0.00378
NAXKOO_clean	7.154	7.00039	1622.9	1372.21	0.1855
NAXLII_clean	5.86925	5.28522	1174.17	954.224	0.0808
NAYGUR_clean	7.6924	7.0244	2421.08	3246.09	0.28048
NAYMOQ_clean	4.042	3.49537	419.272	346.584	0.01668
NAYNIK_clean	5.90297	3.81726	1038.17	603.286	0.0666
NAYPIM_clean	5.76963	3.48376	1312.19	779.481	0.08796
NAYXOC_clean	8.15867	4.39162	1948.86	1756.08	0.19404
NAYZOE_clean	15.82314	6.52553	2303.02	4616.02	0.51288
NAYZUK_SL	9.49894	7.59757	1249.69	935.82	0.1526
NAZZEV_clean	9.68562	8.04863	1735.43	1701.24	0.28214
nchem.2258-s3_clean	11.60468	9.32321	2450.36	4469.92	0.42918
ncomms11831_ncomms11831-s2_clean	4.88753	3.53737	531.966	338.743	0.02562
ncomms11831_ncomms11831-s3_clean	4.53043	4.08038	531.008	340.241	0.02406
ncomms7350-s2_clean	6.32642	5.9567	1370.05	898.777	0.1276
NDAIAH_clean	6.63827	3.41985	1357.77	879.163	0.09626
NEBNOZ_clean	6.01321	5.05928	1318.4	1157.78	0.11338
NECZAY_clean	4.68391	2.82081	0.0	0.0	0.01654
NEDJAJ_clean	5.22097	2.98806	0.0	0.0	0.05002
NEDMEP_clean	4.8267	2.86336	0.0	0.0	0.05346
NEDVOJ_charged	5.96101	4.69934	2021.08	2199.89	0.15978
NEDVUP_clean	7.10231	5.27516	2234.64	2530.22	0.22448
NEDWAW_clean	8.21752	5.99671	2179.16	2881.78	0.27436
NEDWEA_clean	7.23193	5.49922	2252.43	2627.32	0.23832
NEDWIE_clean	8.99031	6.43493	2180.84	3193.97	0.35266
NEDXOL_clean	5.99531	3.70069	1218.22	1016.34	0.0858
NEFTUP_clean	3.8504	2.4016	0.0	0.0	0.0
NEFZOO_clean	4.9876	4.51456	1958.49	1667.39	0.11802
NEGMUI_clean	6.43529	3.57476	1270.16	743.508	0.08456
NEGZUW_clean	6.52732	5.75532	2301.88	1637.28	0.18212
NEHGEO_clean	5.2858	4.45812	1912.93	1431.44	0.13058
NEHGIS_clean	5.25791	4.32138	1871.52	1392.13	0.1258
NEHMET_clean	4.71483	3.76667	1823.24	1366.73	0.09216
NEHZIK_clean	7.34019	4.77821	1328.79	1105.96	0.12334
NEJRUR_clean	4.68942	3.81829	1226.42	989.531	0.0606
NEJSAY_clean	4.50943	3.7344	1295.43	1044.42	0.0579
NEJSEC_clean	5.81645	3.98304	1253.43	1008.76	0.06176
NEJSOM_clean	5.41485	4.53855	1714.41	1530.01	0.10216
NEKBEL_clean	4.90746	3.89074	1048.36	654.715	0.0548
NEKMUN_clean	5.69957	3.6274	1180.77	904.006	0.06926
NEKREB_clean	7.13295	5.12512	1208.65	892.517	0.10542
NELVAC_clean	4.82648	4.29458	1010.46	611.276	0.0634
NELVEG_clean	4.88877	3.9894	950.152	492.174	0.04974
NELWIL_clean	3.58332	2.90369	0.0	0.0	0.0076
NENFAN_clean	7.3527	6.48023	1336.04	641.621	0.14616
NENHAQ_clean	10.30187	9.48231	1812.42	2230.69	0.4399
NEPWIQ_clean	4.3412	3.92268	1012.52	471.911	0.0419
NERMON_clean	5.21245	4.69214	923.653	499.496	0.06442
NERNON_charged	6.35292	3.79738	1477.85	1277.75	0.09012
NERTAH_clean	4.54882	3.46995	860.588	644.975	0.03404
NERVAJ_clean	12.53445	5.46518	1423.83	1405.88	0.19086
NERVEL_clean	4.91794	2.50642	0.0	0.0	0.0
NERVEN_clean	12.25139	5.76203	1411.5	1306.53	0.19072
NERVOV_clean	5.20555	2.77559	0.0	0.0	0.0
NESVAK_charged	11.02589	4.28602	2311.84	2320.45	0.311
NESVEO_charged	10.20306	4.32155	2432.42	2688.6	0.2676
NETFAU_clean	5.9815	3.37252	1127.21	684.936	0.0685
NETFEY_clean	5.99191	3.34732	1287.28	822.11	0.0817
NETHOJ_clean_h	4.97649	4.04567	1846.57	1096.98	0.1025
NETRIN_clean	5.56191	3.11695	1023.74	552.949	0.06036
NETYIV01_clean	8.07265	7.09602	2090.27	2669.66	0.27788
NETYIV_clean	8.05298	7.05859	2079.28	2662.27	0.2801
NEVJEF_clean	6.93106	3.47964	1216.53	754.722	0.07742
NEVJOP_clean	5.38691	3.04693	0.0	0.0	0.05512
NEVPOU_clean	6.31655	5.18077	1130.97	913.986	0.09446
NEVPUA_charged	6.37646	5.20524	1145.28	713.541	0.09556
NEVQAH_charged	6.33826	5.17201	1094.89	621.002	0.09382
NEVVAM01_clean	6.94552	5.78544	1521.52	1068.92	0.14996
NEVVAM02_clean	6.83817	5.86962	1512.64	1062.26	0.14664
NEVVAM_clean	6.98127	5.93133	1504.78	1059.48	0.1552
NEVVEQ_clean	4.80581	3.79614	873.009	556.365	0.04098
NEXDOK_charged	7.15126	3.56969	1052.05	980.569	0.0672
NEXVET_clean	15.05129	7.94511	2213.8	3868.27	0.50348
NEXVUI_clean	9.07531	8.9508	731.137	537.928	0.1081
NEXXEV_clean	10.14339	9.60102	1721.0	2451.77	0.29462
NEXXIZ_clean	9.73301	9.22346	1697.59	2393.39	0.29036
NEYJIM_clean	8.63602	2.71972	0.0	0.0	0.0
NEYVEU_clean	20.18169	6.42425	2030.54	3949.06	0.50208
NEYYIZ_clean	5.77964	3.26538	1720.89	1780.15	0.09466
NEYYUN_clean	4.68454	4.06012	2234.02	2099.64	0.13534
NEYZAU_clean	4.66904	4.09054	2244.09	2381.24	0.13806
NEZBOK_clean	4.10684	2.45206	0.0	0.0	0.0
NEZWOG01_clean	6.15081	4.94067	1684.63	998.999	0.13406
NEZWOG_clean	6.42146	5.18119	1569.68	915.989	0.14686
NHBZZN10_clean_h	3.40814	2.94018	0.0	0.0	0.00328
NIBHOW_clean	27.51057	14.88459	1410.08	5043.3	0.71568
NIBHUC_clean	18.86769	11.8721	1919.46	4271.33	0.56592
NIBJAK_clean	32.00355	17.55175	1174.52	5256.69	0.7732
NIBXUT_clean	6.21117	5.18074	1490.43	768.742	0.13792
NICCAE_clean	4.49529	2.75227	0.0	0.0	0.0
NICJUG_clean	4.89962	3.36041	198.582	115.092	0.00842
NICZAA01_charged	4.00516	3.15639	593.788	530.708	0.02222
NIFTIH_clean	4.90975	3.65701	1209.92	879.203	0.05762
NIFYUY_charged	4.15669	2.51406	0.0	0.0	0.0
NIFZAF_charged	4.17253	2.45555	0.0	0.0	0.0
NIFZEJ_charged	4.12175	2.40891	0.0	0.0	0.0
NIFZIN_charged	4.18418	2.51288	0.0	0.0	0.0
NIFZOT_charged	4.51709	2.45327	0.0	0.0	0.0
NIFZUZ_clean	4.47146	2.86287	0.0	0.0	0.00924
NIGBOW_clean	11.80846	11.56903	1823.52	2742.74	0.38252
NIGDEO_clean	13.9402	7.42068	2153.48	3399.16	0.42464
NIGDIS_clean	14.03164	7.36423	2240.43	3598.05	0.43216
NIGFIT_clean	7.4378	4.64365	2447.47	1985.61	0.2586
NIGFOZ_clean	7.49823	4.6446	2470.64	2069.1	0.2515
NIGFUF_clean	7.45855	4.62821	2487.38	2021.65	0.2481
NIGGAM_clean	7.44488	4.63983	2467.85	2019.45	0.2579
NIGGEQ_clean	7.37601	4.62938	2479.25	1984.65	0.24796
NIGGIU_clean	7.3331	4.59835	2494.33	1959.35	0.25512
NIGHOA_charged	3.71107	2.8497	0.0	0.0	0.0043
NIGLUK_clean	5.06191	2.80356	0.0	0.0	0.0281
NIGNUO_clean	16.88905	3.72632	2107.18	2723.4	0.30258
NIGPEA_clean	10.42385	9.24875	2262.62	3096.73	0.29296
NIHBAI01_clean	4.75768	3.68765	959.438	543.736	0.04484
NIHBAI02_clean	4.7992	3.7527	1008.44	578.57	0.04844
NIHBAI_clean	4.7247	3.65018	930.507	524.288	0.04324
NIHBEM01_clean	4.87963	3.68372	972.92	558.995	0.04722
NIHBEM02_clean	5.01891	3.78432	1072.24	629.671	0.05538
NIHBEM_clean	4.82471	3.66332	930.969	527.78	0.04458
NIHBIQ01_clean	5.30133	3.89271	1187.65	717.63	0.06324
NIHBIQ02_clean	5.38184	3.95166	1237.99	760.199	0.06888
NIHBIQ_clean	5.25122	3.88968	1160.78	695.262	0.0615
NIHVUX_clean	7.06296	5.57011	1020.07	319.862	0.10498
NIJSAC_clean	3.99361	3.37969	348.358	223.12	0.01172
NIJTOR_clean	5.13346	3.60858	351.033	259.853	0.01644
NIJZIP01_clean	8.50827	7.36867	1252.4	859.791	0.1414
NIJZIP_clean	9.04941	7.56212	1357.15	950.472	0.16124
NIJZOV_clean	8.62609	7.08161	1271.14	825.093	0.14042
NIKDAM_clean	7.96983	7.14498	1483.69	1548.15	0.20984
NIKDEQ_clean	3.61566	2.64277	0.0	0.0	0.0
NIKDIU_clean	3.57373	2.52089	0.0	0.0	0.0
NIKJIB_clean	7.23675	3.61132	1313.35	1141.25	0.10368
NIKJOH_clean	5.92614	3.00956	0.0	0.0	0.08442
NIKJUN_clean	5.97101	2.84267	0.0	0.0	0.08268
NIKKIC_clean	5.94413	4.27315	1272.87	1021.46	0.08934
NIKYOW01_clean	4.61161	3.58405	866.869	485.279	0.03938
NIKYOW02_clean	4.72463	3.68194	945.364	539.744	0.0453
NIKYOW_clean	4.56807	3.54686	827.053	458.911	0.03692
NIKYUC01_clean	4.94759	3.68791	1045.56	610.85	0.05232
NIKYUC02_clean	5.06856	3.78234	1122.87	671.161	0.0587
NIKYUC_clean	4.9018	3.64376	1011.69	584.217	0.04908
NIKZAJ01_clean	4.60883	3.61545	869.06	483.787	0.03934
NIKZAJ02_clean	4.67382	3.68928	936.075	529.954	0.04452
NIKZAJ_clean	4.56098	3.58427	843.118	464.923	0.03692
NIKZEN01_clean	4.86464	3.71164	1015.46	588.322	0.0509
NIKZEN02_clean	4.94738	3.78699	1073.42	631.285	0.05488
NIKZEN_clean	4.82301	3.70763	993.053	570.223	0.04918
NIMPEG01_clean	8.44	5.51406	2739.18	4508.94	0.34668
NIMPEG_clean	5.8871	5.25211	2920.82	3971.18	0.1892
NIMPOQ_clean	9.48433	7.47639	2632.58	4713.21	0.39668
NIMTAE_clean	4.79937	4.4136	1459.57	1380.73	0.08048
NIMTEJ_clean	3.06948	2.48242	0.0	0.0	0.0
NIMVEL_clean	3.05226	2.43205	0.0	0.0	0.0
NIMVIP_clean	3.06384	2.47616	0.0	0.0	0.0
NIMWUD_clean	4.74884	3.19761	713.334	419.327	0.0369
NIMXAK_clean	11.51604	3.85375	1825.15	1845.79	0.2391
NIMXIS_clean	10.63837	6.01154	1981.62	1884.08	0.28736
NINHOH_clean	6.49972	5.39746	2765.11	2635.88	0.30746
NINVAI_clean	11.85606	6.40748	2256.25	2757.51	0.33788
NIRDAT_clean	4.03016	2.57058	0.0	0.0	0.0
NIRDEX_clean	3.13727	2.97363	0.0	0.0	0.00446
NIRGAY_clean	8.4539	5.80719	1946.66	2414.11	0.23256
NIRKAB_clean	6.92969	3.36489	1554.8	1069.97	0.12644
NIRMUW01_clean	4.27461	3.01125	0.0	0.0	0.0249
NIRMUW_clean	4.28887	3.01391	0.0	0.0	0.02508
NIRNAD_clean	4.25391	3.23786	559.486	315.232	0.02352
NISBEX_clean	4.31898	3.41744	807.209	558.608	0.0255
NISCOJ_clean	4.58385	2.97979	0.0	0.0	0.03134
NISPEL_charged	5.69424	3.91942	1223.44	921.327	0.08354
NISPOV_clean	4.71107	2.81394	0.0	0.0	0.02466
NITADY_clean	3.77402	2.52706	0.0	0.0	0.0
NIVNOW_clean	4.9886	3.10602	1104.35	627.162	0.05248
NIVNUC_clean	5.02349	3.15608	1144.64	654.539	0.05328
NIVWIY_clean	4.39358	2.64193	0.0	0.0	0.0
NIVZOJ_clean	9.94925	7.55081	2170.94	2594.54	0.35106
NIWPIU_clean	2.95059	2.46707	0.0	0.0	0.0
NIWZIE09_clean	2.94829	2.40622	0.0	0.0	0.0
NIWZIE10_clean	2.94277	2.42438	0.0	0.0	0.0
NIWZIE11_clean	2.93405	2.44869	0.0	0.0	0.0
NIWZIE12_clean	2.93723	2.45252	0.0	0.0	0.0
NIWZIE13_clean	2.937	2.45268	0.0	0.0	0.0
NIWZIE14_clean	2.94138	2.45698	0.0	0.0	0.0
NIWZIE15_clean	2.94235	2.46148	0.0	0.0	0.0
NIWZIE16_clean	2.94952	2.46551	0.0	0.0	0.0
NIWZIE17_clean	2.95696	2.47171	0.0	0.0	0.0
NIWZIE18_clean	2.95153	2.47294	0.0	0.0	0.0
NIXPOA_clean	5.73914	2.56703	0.0	0.0	0.0
NIYJAI_clean	5.86863	4.46882	1174.2	1038.13	0.0869
NIYZIG_clean	9.1257	4.85165	1981.59	2070.93	0.24814
NIZNAN_clean	5.62761	3.49058	1711.89	1458.89	0.09156
NIZZAY_clean	8.39896	7.78516	2161.81	1784.84	0.23548
NIZZEC_clean	8.3208	7.63206	2172.5	1798.97	0.24088
NIZZIG_clean	8.38921	7.68868	2155.92	1800.17	0.24172
NIZZOM_clean	8.52507	7.77175	2167.96	1835.38	0.24882
NOBVOR_clean	5.28259	5.11208	1585.66	1353.3	0.1067
NOCKOG_clean	5.62673	5.01808	1513.8	1447.32	0.1066
NOCKUM_clean	6.00758	5.1022	1486.31	1384.86	0.11248
NOCLOH01_clean	5.48382	4.82541	1413.31	1080.38	0.09246
NOCLOH02_clean	5.50015	4.83636	1449.58	1111.2	0.09376
NOCLOH03_clean	5.53774	4.87923	1463.43	1129.52	0.0974
NOCLOH_clean	5.4394	4.78188	1407.68	1070.88	0.0893
NOCLUN_clean	6.26764	5.77209	1823.06	1696.8	0.17194
NOCYUB_clean	4.54438	4.10807	581.281	336.85	0.02576
NOCZAI_clean	4.42954	4.04745	554.378	317.725	0.02384
NODKAT_clean	4.87174	3.58316	1086.12	904.431	0.05146
NODKOH_clean	5.43236	4.66054	1527.17	1447.92	0.10296
NODKUN_clean	8.11946	6.79716	2477.86	3240.04	0.27792
NOFDUI_clean	4.93531	4.06199	1160.11	957.555	0.06128
NOFHOG_clean	6.65675	5.09348	2884.87	3506.05	0.24998
NOFQAB_clean	21.07334	4.609	1288.63	1359.98	0.25544
NOFQII_clean	6.19412	3.25534	1091.37	633.016	0.06744
NOFQIK_clean	4.9549	4.61383	929.941	637.329	0.0523
NOFQOQ_clean	5.26068	4.9317	921.992	605.237	0.05856
NOGDAP_clean	6.90613	3.48821	1584.77	1102.58	0.1308
NOHFOG_clean	5.40858	4.54107	1690.0	1014.18	0.11178
NOHHID_clean	3.94586	2.86576	0.0	0.0	0.0035
NOHKIG_clean	4.45859	3.20693	779.136	392.893	0.03418
NOHKOM_clean	4.47987	3.22897	807.808	413.339	0.03582
NOHKUS_clean	4.5036	3.24475	841.158	439.187	0.03654
NOHLAZ_clean	4.58304	3.41283	977.944	531.611	0.04348
NOHLED_clean	4.02474	3.01362	0.0	0.0	0.00854
NOHSIM01_clean	4.97938	3.79602	1919.69	1331.11	0.09
NOHSIM_clean	4.94525	3.77888	1967.33	1371.7	0.08826
NOHSUA_clean	8.36544	4.75817	1705.32	1955.33	0.20748
NOJBOF_clean	3.44679	2.44133	0.0	0.0	0.0
NOJMOP_clean	3.37427	2.42599	0.0	0.0	0.0
NOKJON_clean	7.47331	5.41094	2146.0	894.385	0.2516
NOKLIJ_clean	11.48526	10.66621	1595.45	1331.4	0.34324
NOKPEJ_clean	4.49218	3.71025	961.815	586.221	0.03786
NOLQUA_clean	4.41855	2.40361	0.0	0.0	0.0
NOLRIR_clean	4.87159	3.04039	0.0	0.0	0.05922
NOMKUX_clean	8.6673	3.18545	1783.35	1699.23	0.18056
NOMQAJ01_clean	4.90223	3.68918	809.102	614.553	0.04066
NOPJOT_clean	6.1592	4.69936	2191.33	2189.99	0.20288
NOPJUZ01_clean	3.58325	2.55764	0.0	0.0	0.0
NOPJUZ_clean	3.58481	2.58089	0.0	0.0	0.0
NOQKOV_clean	5.57218	4.25994	1792.66	1683.76	0.1127
NOQKUB_clean	5.39399	4.39499	1999.63	1994.75	0.12928
NOQLOV01_charged	3.28042	2.68317	0.0	0.0	0.0
NOQLOV_charged	3.28229	2.60834	0.0	0.0	0.0
NOQNOY_clean	5.31837	2.93234	0.0	0.0	0.0507
NOQPAM_clean	3.67254	2.67734	0.0	0.0	0.0
NORBUT_clean	5.08001	3.51252	221.098	125.327	0.00876
NORGOS_clean	4.94676	3.43492	193.962	112.188	0.00808
NORJEL_clean	5.31637	3.35897	687.379	518.412	0.03646
NOSHEK_clean	5.7194	3.87373	2154.49	1277.77	0.12526
NOSHIO_clean	5.46118	3.24444	1654.22	920.166	0.0893
NOSJIQ_charged	6.56002	4.40515	638.168	305.07	0.0513
NOSTUM01_clean	6.02005	5.48184	1889.52	1996.69	0.16266
NOSTUM_clean	5.81524	5.30062	1891.69	1970.65	0.15404
NOWGIR_clean	9.36325	6.59726	1747.21	1213.75	0.24162
NOZZOT_charged	5.22107	2.8779	0.0	0.0	0.03904
NUBBAP_clean	14.05418	6.66438	2312.2	3031.28	0.4352
NUBPIL_clean	11.57277	9.78079	2250.37	3695.39	0.44538
NUCBIY_clean	5.06822	3.86536	841.604	709.116	0.0432
NUCCEV_clean	6.52615	3.99784	1682.41	1674.62	0.10326
NUCPEI_clean	6.7664	4.45805	2362.54	2272.27	0.16522
NUCREJ_clean	4.13308	3.35735	393.593	240.515	0.01386
NUCYAN_clean	4.98599	4.20846	785.2	529.773	0.04128
NUCYER_clean	4.96656	4.20041	780.081	520.063	0.04082
NUCYIV_clean	4.97799	4.21601	768.626	501.692	0.04014
NUDLAA_clean	10.10107	9.89768	1586.77	1550.85	0.20826
NUDLIJ_clean	6.93743	5.78938	1544.82	1353.15	0.1576
NUDMAC_clean	6.47898	5.73918	1459.76	1247.81	0.13754
NUDMEG_clean	6.29424	5.40754	1440.25	1202.12	0.12204
NUDMOQ_clean	6.59897	5.83765	1528.67	1319.33	0.14014
NUDMUW_clean	6.32198	5.70328	1478.74	1245.29	0.13038
NUDNEH_clean	6.40452	5.65537	1492.59	1267.14	0.135
NUFBEX_clean	8.49623	5.29107	1575.2	1279.35	0.1605
NUFBOH_clean	6.20415	3.43588	1741.69	1524.97	0.11934
NUFBUN_clean	7.53238	5.74054	2089.09	1945.82	0.24496
NUFCAU_clean	9.94144	7.33631	2138.94	2531.08	0.3792
NUFTOY_charged	9.32517	8.36752	1603.11	1631.85	0.15988
NUGRIR_clean	8.70402	6.3995	1882.07	1464.9	0.27648
NUGROX_clean	7.91316	6.30978	1978.68	1593.31	0.25942
NUHNUA_clean	5.91571	3.87698	1665.4	1922.72	0.09358
NUHPAI_clean	5.92167	3.93076	1671.06	1916.65	0.09582
NUHQAK_clean	6.11993	4.14765	2069.19	1674.1	0.14878
NUHQIS_clean	6.54623	4.66095	2009.44	1667.19	0.16182
NUHQOY_clean	6.53062	4.6635	2017.48	1663.92	0.16124
NUHQUE_clean	6.55172	4.68685	2018.09	1666.92	0.16222
NUHRAL_clean	6.51247	4.65457	2009.13	1642.35	0.15918
NUHZAS_clean	4.59282	3.63902	547.452	378.705	0.02418
NUJCEA_clean	4.83502	3.79811	490.587	305.557	0.02574
NUJCIE_clean	5.03148	3.82553	522.222	329.703	0.02866
NULMAJ_clean	5.03229	4.40705	2025.33	2270.46	0.11094
NUNCEG_clean	6.32724	4.08142	1971.49	2341.83	0.16296
NUNNUH_clean	6.00836	4.32228	2438.22	3048.84	0.18708
NUNPAP_clean	6.01151	4.33549	2422.72	3048.96	0.1885
NUNSIA_clean	4.82032	4.25115	995.776	780.379	0.05108
NUNSOG_clean	4.99291	4.35876	1041.77	815.332	0.0559
NUNTOH_clean	4.10262	3.17813	966.973	584.971	0.04012
NUNWIE_clean	3.87406	3.12024	495.806	235.784	0.0168
NURMUJ_clean	4.39424	3.64857	1938.97	1614.83	0.0808
NUSSEA_clean	4.72535	2.81491	0.0	0.0	0.03382
NUTQAV_clean	10.89201	6.87272	2402.57	3324.27	0.39206
NUTYEI_clean	13.08518	12.35732	1793.55	2277.16	0.43642
NUTYIM_clean	13.08435	12.35689	1794.07	2237.19	0.43568
NUVBIQ_clean	4.60795	3.59776	995.375	461.578	0.04214
NUVWEH_clean	5.84014	3.85397	1350.37	898.448	0.0816
NUVXOT_clean	9.16707	5.7557	2385.93	2698.29	0.32468
NUVYIN_clean	5.06465	3.39913	879.637	747.002	0.04522
NUVYOT_clean	4.99931	3.59386	1064.23	923.669	0.05384
NUWBOX_clean	5.68496	3.45366	1424.13	616.781	0.08626
NUWPOM_clean	8.32687	8.01604	1453.19	1158.56	0.20224
NUWVIM_clean	4.95462	3.8636	835.753	714.094	0.03996
NUXMAU_clean	3.85797	2.8476	0.0	0.0	0.01708
NUXWAG_clean	4.2499	3.21404	1200.7	917.192	0.04342
NUYNAY_clean	6.39583	3.24521	1055.73	817.159	0.07552
NUYNEC_clean	8.26029	6.82395	1881.72	1856.04	0.21412
NUYQUU_clean	3.95153	3.47099	723.154	310.323	0.02486
NUYWEK_clean	4.35086	2.44352	0.0	0.0	0.0
NUYWOU_clean	4.72881	2.51071	0.0	0.0	0.0
NUZSAD_clean	3.81349	3.15465	404.358	196.422	0.01346
OBAFEF_clean	4.96935	4.01792	1014.89	426.703	0.0556
OBAFIJ_clean	5.23118	4.64394	1104.38	462.296	0.0662
OBAFOP_clean	5.00648	4.01028	1089.82	451.184	0.0581
OBAHIL_clean	8.44223	7.37969	1653.17	1699.05	0.18864
OBAHOR_clean	8.04827	7.09842	1675.42	1705.99	0.17804
OBAHUX_clean	8.31415	7.49178	1669.85	1739.0	0.18882
OBAJAF_clean	9.08651	7.73883	1685.04	1793.66	0.21228
OBEDAA_charged	4.68867	3.83064	1314.12	1122.98	0.06008
OBEDEE_clean	5.83756	4.97252	2290.94	2456.96	0.15246
OBENUF_clean	3.75075	3.1918	320.783	156.664	0.01014
OBEPER_clean	3.21976	2.59822	0.0	0.0	0.0
OBIBAF_clean	6.94509	5.04977	1752.71	2066.11	0.14678
OBIBEJ_clean	8.27924	5.80407	1856.66	2240.06	0.18082
OBIBOT_clean	6.67176	5.057	1626.81	1343.96	0.1253
OBODEQ_clean	5.13358	4.46715	2194.24	1612.98	0.13968
OBOGUK_clean	8.65239	7.8304	2489.72	3214.53	0.35452
OBONUO_charged	8.62654	4.35866	1377.63	1270.1	0.15808
OBUBOC_manual	8.45577	7.46863	1318.44	902.782	0.15204
OBUFEX_clean	5.14759	4.35938	1749.24	1590.41	0.09788
OBUFIB_SL	4.69222	3.94966	1099.3	700.898	0.04726
OBUREL_clean	8.37405	3.25275	1149.42	868.857	0.10792
OCACUR_clean	5.50745	4.89061	2049.56	1637.98	0.13818
OCAQOY_clean	4.53686	3.80641	645.484	401.084	0.02876
OCAWAT_clean	5.70065	4.00684	1360.85	859.244	0.08108
OCIHIS_clean	4.00435	3.28628	1011.33	671.423	0.03234
OCINIA_clean	5.60901	3.32165	1397.16	909.737	0.08716
OCIVIH_clean	7.04533	3.22991	760.053	498.932	0.0494
OCOKUP_clean	5.00304	3.71484	979.925	844.77	0.04684
OCUGEZ01_clean	5.7662	4.18465	1618.42	1243.7	0.11594
OCUGEZ_clean	5.71674	4.14737	1682.56	1272.48	0.11212
OCUMIL_clean	5.22769	3.7877	1748.44	1392.0	0.09626
OCUMOR_clean	5.32208	3.84167	1505.55	1164.4	0.0878
OCUNAC_manual	36.1506	14.04664	1462.31	3420.47	0.61062
OCUNAE_clean	5.43724	3.65933	1551.22	1269.86	0.08994
OCUPUY_clean	4.6531	4.04819	1094.82	720.167	0.05664
OCUQIN_clean	5.33125	3.14528	1298.87	874.608	0.0752
OCUQOT_clean	5.08411	3.37974	1308.16	866.328	0.0744
OCUQUZ_clean	5.37996	3.33175	1388.26	937.459	0.08152
OCURAG_clean	5.43064	3.42226	1384.37	939.441	0.08308
OCUSIP_clean	5.39686	4.96775	1289.56	813.586	0.09656
OCUSOV_clean	4.91031	3.4317	1277.17	836.381	0.0702
OCUSUB_clean	5.00781	3.40979	1348.34	894.2	0.07312
OCUTEM_clean	5.16189	3.4562	1369.83	915.474	0.07938
OCUVUF_clean	7.8514	5.72034	1917.27	610.676	0.2004
ODAGEI_clean	7.62962	3.29107	797.723	594.713	0.05482
ODAHIK_charged	5.19645	3.68876	877.946	817.589	0.04618
ODAJAG_clean	4.17677	3.25151	660.357	314.961	0.0243
ODEKAL_clean	3.74631	2.82242	0.0	0.0	0.00732
ODERIZ_clean	5.75405	4.36229	917.993	601.177	0.06104
ODEZAB_clean	11.63192	4.40592	2292.54	2868.89	0.28754
ODIMAQ_clean	8.52073	7.26741	1216.0	842.52	0.13804
ODIVUU_clean	8.59093	6.84892	1823.59	1800.73	0.24378
ODIXAC_charged	5.23176	2.89974	0.0	0.0	0.03918
ODIXEG_clean	10.36031	7.47097	2303.28	4171.3	0.46454
ODODES_clean	6.13875	4.52515	1964.03	1976.94	0.13778
ODODIW_clean	7.22618	4.59373	2068.32	2141.2	0.20996
ODODOC_clean	7.00262	4.84122	1921.87	1823.01	0.17318
ODODUI_clean	11.00214	7.6444	2243.5	3628.11	0.4161
ODOMIF_clean	4.61212	3.63133	1868.48	1733.95	0.08726
ODONEB_clean	4.03145	3.0708	0.0	0.0	0.00742
ODONIF_clean	3.90059	3.2084	242.471	188.88	0.0085
ODOXEK_clean	5.23174	4.24381	331.437	177.502	0.01908
ODUNEH_clean	6.66002	5.04848	2208.84	2289.16	0.18968
OFAWAV_clean	11.42925	8.90439	2232.64	2305.23	0.44694
OFAWEZ_clean	10.66695	9.07717	2201.44	2257.43	0.44576
OFEHAK_clean	6.57238	4.30728	1712.36	1357.95	0.12962
OFEREX_clean	6.99117	6.70761	1634.51	1042.48	0.185
OFERUN02_clean_h	11.42938	3.12691	1516.52	1645.65	0.22334
OFERUN06_clean	11.42842	3.43062	1600.26	1791.38	0.23224
OFERUN_clean	11.51766	3.43919	1534.89	1659.92	0.22374
OFESAU_clean	7.18693	4.9999	935.282	487.944	0.0799
OFESEY_clean	7.30456	5.07688	955.533	520.953	0.08464
OFESIC_clean	7.36476	5.0904	967.64	530.982	0.08568
OFEZEF_clean	10.35242	2.52202	0.0	0.0	0.0
OFEZIJ_clean	10.43495	2.49468	0.0	0.0	0.0
OFIWIK_charged	4.19782	3.14416	79.0996	42.3667	0.00292
OFOCUI_clean	11.39371	7.77962	2407.88	3050.75	0.3556
OFODET_clean	6.29959	4.57313	1448.62	1255.51	0.11562
OFUCAV_clean	4.37268	3.46007	913.37	486.936	0.0384
